u0	u43	1.0
u0	u24	1.0
u0	u21	1.0
u0	u45	1.0
u0	u42	1.0
u0	u40	1.0
u0	u34	1.0
u0	u33	1.0
u0	u26	2.0
u0	u14	1.0
u0	u7	2.0
u0	u48	1.0
u0	u47	2.0
u0	u38	1.0
u0	u36	2.0
u0	u31	2.0
u0	u28	2.0
u0	u25	3.0
u0	u23	1.0
u0	u6	2.0
u0	u5	1.0
u0	u44	4.0
u0	u3	3.0
u0	u8	2.0
u0	u4	4.0
u0	u18	3.0
u0	u16	2.0
u0	u15	1.0
u0	u13	3.0
u0	u12	1.0
u0	u11	3.0
u0	u10	5.0
u0	u9	1.0
u0	u39	3.0
u0	u20	4.0
u0	u2	3.0
u0	u19	3.0
u0	u1	3.0
u0	u0	7.0
u1	u7	1.0
u1	u26	1.0
u1	u46	1.0
u1	u41	1.0
u1	u49	1.0
u1	u47	2.0
u1	u45	1.0
u1	u37	2.0
u1	u30	1.0
u1	u29	1.0
u1	u24	2.0
u1	u43	2.0
u1	u31	2.0
u1	u28	1.0
u1	u34	2.0
u1	u27	1.0
u1	u25	2.0
u1	u22	2.0
u1	u21	3.0
u1	u17	2.0
u1	u12	4.0
u1	u32	2.0
u1	u18	1.0
u1	u14	1.0
u1	u10	2.0
u1	u8	3.0
u1	u3	1.0
u1	u6	1.0
u1	u5	1.0
u1	u44	5.0
u1	u40	3.0
u1	u4	2.0
u1	u23	1.0
u1	u13	2.0
u1	u11	1.0
u1	u9	1.0
u1	u39	4.0
u1	u20	4.0
u1	u2	3.0
u1	u19	2.0
u1	u1	12.0
u1	u0	3.0
u10	u43	1.0
u10	u24	1.0
u10	u21	1.0
u10	u2	1.0
u10	u27	1.0
u10	u32	1.0
u10	u1	2.0
u10	u45	1.0
u10	u42	1.0
u10	u40	1.0
u10	u34	1.0
u10	u33	1.0
u10	u26	2.0
u10	u19	2.0
u10	u14	3.0
u10	u9	2.0
u10	u7	2.0
u10	u48	2.0
u10	u47	2.0
u10	u38	1.0
u10	u36	2.0
u10	u31	2.0
u10	u28	2.0
u10	u25	3.0
u10	u23	1.0
u10	u6	2.0
u10	u5	1.0
u10	u44	4.0
u10	u3	3.0
u10	u8	2.0
u10	u4	4.0
u10	u39	2.0
u10	u20	4.0
u10	u18	5.0
u10	u16	2.0
u10	u15	1.0
u10	u13	3.0
u10	u12	1.0
u10	u11	3.0
u10	u10	8.0
u10	u0	5.0
u11	u9	1.0
u11	u49	1.0
u11	u41	1.0
u11	u37	1.0
u11	u35	1.0
u11	u29	1.0
u11	u45	1.0
u11	u42	1.0
u11	u34	2.0
u11	u33	2.0
u11	u3	1.0
u11	u26	2.0
u11	u7	1.0
u11	u48	1.0
u11	u47	1.0
u11	u38	1.0
u11	u36	2.0
u11	u31	2.0
u11	u28	2.0
u11	u25	3.0
u11	u2	2.0
u11	u17	1.0
u11	u14	3.0
u11	u8	3.0
u11	u39	2.0
u11	u18	3.0
u11	u15	2.0
u11	u12	3.0
u11	u10	3.0
u11	u0	3.0
u11	u27	1.0
u11	u19	2.0
u11	u16	2.0
u11	u6	4.0
u11	u5	1.0
u11	u44	3.0
u11	u40	3.0
u11	u4	4.0
u11	u23	3.0
u11	u20	3.0
u11	u13	4.0
u11	u11	8.0
u11	u1	1.0
u12	u46	1.0
u12	u38	4.0
u12	u47	4.0
u12	u45	4.0
u12	u3	1.0
u12	u43	3.0
u12	u28	1.0
u12	u36	5.0
u12	u30	1.0
u12	u21	1.0
u12	u44	3.0
u12	u32	1.0
u12	u1	4.0
u12	u9	1.0
u12	u49	3.0
u12	u41	1.0
u12	u40	3.0
u12	u37	5.0
u12	u35	2.0
u12	u34	2.0
u12	u33	1.0
u12	u31	2.0
u12	u29	1.0
u12	u26	2.0
u12	u25	2.0
u12	u23	2.0
u12	u6	1.0
u12	u2	2.0
u12	u17	2.0
u12	u14	2.0
u12	u8	2.0
u12	u4	1.0
u12	u39	6.0
u12	u20	1.0
u12	u18	2.0
u12	u16	2.0
u12	u15	3.0
u12	u13	3.0
u12	u12	15.0
u12	u11	3.0
u12	u10	1.0
u12	u0	1.0
u13	u47	1.0
u13	u38	1.0
u13	u35	1.0
u13	u45	1.0
u13	u42	1.0
u13	u36	1.0
u13	u34	1.0
u13	u33	1.0
u13	u28	1.0
u13	u26	1.0
u13	u25	1.0
u13	u19	1.0
u13	u9	1.0
u13	u48	1.0
u13	u17	1.0
u13	u14	2.0
u13	u3	3.0
u13	u2	2.0
u13	u8	2.0
u13	u39	3.0
u13	u18	2.0
u13	u16	1.0
u13	u15	1.0
u13	u12	3.0
u13	u10	3.0
u13	u0	3.0
u13	u6	3.0
u13	u5	1.0
u13	u44	2.0
u13	u40	2.0
u13	u4	2.0
u13	u23	1.0
u13	u20	4.0
u13	u13	7.0
u13	u11	4.0
u13	u1	2.0
u14	u27	1.0
u14	u32	1.0
u14	u20	1.0
u14	u1	1.0
u14	u9	2.0
u14	u8	2.0
u14	u49	1.0
u14	u41	1.0
u14	u39	2.0
u14	u37	1.0
u14	u35	1.0
u14	u31	1.0
u14	u29	1.0
u14	u23	1.0
u14	u15	1.0
u14	u45	1.0
u14	u44	1.0
u14	u42	1.0
u14	u40	2.0
u14	u36	1.0
u14	u34	2.0
u14	u33	2.0
u14	u3	1.0
u14	u28	1.0
u14	u26	2.0
u14	u25	2.0
u14	u19	1.0
u14	u18	4.0
u14	u10	3.0
u14	u0	1.0
u14	u6	2.0
u14	u2	2.0
u14	u17	1.0
u14	u14	5.0
u14	u13	2.0
u14	u12	2.0
u14	u11	3.0
u15	u47	1.0
u15	u45	1.0
u15	u38	1.0
u15	u49	1.0
u15	u41	1.0
u15	u40	1.0
u15	u37	1.0
u15	u35	1.0
u15	u34	1.0
u15	u33	1.0
u15	u31	1.0
u15	u29	1.0
u15	u26	1.0
u15	u25	1.0
u15	u23	1.0
u15	u14	1.0
u15	u6	1.0
u15	u5	1.0
u15	u44	2.0
u15	u2	2.0
u15	u8	2.0
u15	u4	1.0
u15	u39	4.0
u15	u20	2.0
u15	u13	1.0
u15	u12	3.0
u15	u11	2.0
u15	u10	1.0
u15	u0	1.0
u15	u9	2.0
u15	u18	4.0
u15	u17	2.0
u15	u16	2.0
u15	u15	5.0
u16	u47	1.0
u16	u45	1.0
u16	u43	1.0
u16	u37	1.0
u16	u36	1.0
u16	u5	1.0
u16	u44	1.0
u16	u3	3.0
u16	u8	1.0
u16	u39	1.0
u16	u13	1.0
u16	u12	2.0
u16	u10	2.0
u16	u0	2.0
u16	u6	3.0
u16	u4	3.0
u16	u27	1.0
u16	u20	4.0
u16	u19	1.0
u16	u11	2.0
u16	u9	1.0
u16	u18	3.0
u16	u17	1.0
u16	u16	6.0
u16	u15	2.0
u17	u30	1.0
u17	u29	1.0
u17	u24	1.0
u17	u22	1.0
u17	u21	1.0
u17	u32	1.0
u17	u1	2.0
u17	u20	1.0
u17	u5	2.0
u17	u44	3.0
u17	u3	1.0
u17	u14	1.0
u17	u13	1.0
u17	u12	2.0
u17	u11	1.0
u17	u6	3.0
u17	u39	4.0
u17	u36	1.0
u17	u2	3.0
u17	u9	1.0
u17	u18	2.0
u17	u17	7.0
u17	u16	1.0
u17	u15	2.0
u18	u24	1.0
u18	u27	1.0
u18	u32	2.0
u18	u1	1.0
u18	u49	1.0
u18	u41	1.0
u18	u37	1.0
u18	u35	1.0
u18	u31	1.0
u18	u29	1.0
u18	u23	1.0
u18	u45	1.0
u18	u42	1.0
u18	u40	2.0
u18	u36	1.0
u18	u34	2.0
u18	u33	2.0
u18	u28	2.0
u18	u26	3.0
u18	u25	2.0
u18	u19	1.0
u18	u14	4.0
u18	u2	2.0
u18	u6	3.0
u18	u5	2.0
u18	u44	3.0
u18	u3	2.0
u18	u8	3.0
u18	u4	2.0
u18	u39	4.0
u18	u20	4.0
u18	u13	2.0
u18	u12	2.0
u18	u11	3.0
u18	u10	5.0
u18	u0	3.0
u18	u9	3.0
u18	u18	9.0
u18	u17	2.0
u18	u16	3.0
u18	u15	4.0
u19	u7	1.0
u19	u47	1.0
u19	u43	1.0
u19	u31	1.0
u19	u24	1.0
u19	u21	1.0
u19	u48	1.0
u19	u46	1.0
u19	u35	1.0
u19	u45	2.0
u19	u44	2.0
u19	u42	2.0
u19	u40	1.0
u19	u36	2.0
u19	u34	1.0
u19	u33	1.0
u19	u3	1.0
u19	u28	1.0
u19	u26	2.0
u19	u25	2.0
u19	u18	1.0
u19	u14	1.0
u19	u13	1.0
u19	u10	2.0
u19	u6	2.0
u19	u4	2.0
u19	u27	1.0
u19	u16	1.0
u19	u11	2.0
u19	u9	1.0
u19	u39	2.0
u19	u20	2.0
u19	u2	2.0
u19	u19	5.0
u19	u1	2.0
u19	u0	3.0
u2	u7	1.0
u2	u47	1.0
u2	u43	1.0
u2	u4	1.0
u2	u24	1.0
u2	u21	1.0
u2	u10	1.0
u2	u49	1.0
u2	u41	1.0
u2	u40	1.0
u2	u37	1.0
u2	u35	1.0
u2	u34	1.0
u2	u33	1.0
u2	u31	2.0
u2	u29	1.0
u2	u26	2.0
u2	u25	2.0
u2	u23	1.0
u2	u5	1.0
u2	u44	2.0
u2	u18	2.0
u2	u15	2.0
u2	u14	2.0
u2	u12	2.0
u2	u11	2.0
u2	u8	2.0
u2	u3	1.0
u2	u13	2.0
u2	u6	3.0
u2	u36	1.0
u2	u17	3.0
u2	u9	2.0
u2	u39	5.0
u2	u20	3.0
u2	u2	7.0
u2	u19	2.0
u2	u1	3.0
u2	u0	3.0
u20	u32	1.0
u20	u14	1.0
u20	u17	1.0
u20	u48	1.0
u20	u3	4.0
u20	u8	3.0
u20	u18	4.0
u20	u15	2.0
u20	u12	1.0
u20	u10	4.0
u20	u27	1.0
u20	u16	4.0
u20	u6	5.0
u20	u5	3.0
u20	u44	3.0
u20	u40	1.0
u20	u4	4.0
u20	u23	1.0
u20	u13	4.0
u20	u11	3.0
u20	u9	2.0
u20	u39	4.0
u20	u20	10.0
u20	u2	3.0
u20	u19	2.0
u20	u1	4.0
u20	u0	4.0
u21	u7	1.0
u21	u47	1.0
u21	u43	1.0
u21	u4	1.0
u21	u31	1.0
u21	u2	1.0
u21	u19	1.0
u21	u10	1.0
u21	u0	1.0
u21	u29	1.0
u21	u17	1.0
u21	u33	1.0
u21	u24	3.0
u21	u23	1.0
u21	u36	1.0
u21	u30	2.0
u21	u12	1.0
u21	u44	2.0
u21	u34	1.0
u21	u27	1.0
u21	u1	3.0
u21	u26	3.0
u21	u25	4.0
u21	u22	3.0
u21	u21	6.0
u22	u48	1.0
u22	u42	1.0
u22	u41	1.0
u22	u35	1.0
u22	u30	1.0
